,x,y,z,conf
2708,386.401,359,-642.802,230.0
2709,366.823,359,-642.683,230.0
2710,347.45,359,-642.011,232.0
2711,328.297,359,-640.797,230.0
2712,310.686,359,-641.75,230.0
2713,292.371,359,-640.418,230.0
2714,275.46,359,-641.347,230.0
2715,257.91,359,-639.986,230.0
2716,241.269,359,-640.035,230.0
2717,225.422,359,-641.549,232.0
2718,209.843,360,-640.501,230.0
2719,193.88,360,-640.29,232.0
2720,178.303,360,-640.65,230.0
2721,162.563,360,-639.667,230.0
2722,147.182,360,-639.276,230.0
2723,131.903,360,-638.518,230.0
2724,117.274,360,-640.35,232.0
2725,102.156,360,-638.884,232.0
2726,87.571,360,-640.037,230.0
2727,72.872,360,-639.864,230.0
2728,58.227,360,-639.354,230.0
2729,40.505,360,-592.617,232.0
2730,26.201,360,-570.399,232.0
2731,13.38,360,-570.843,230.0
2732,0.554,360,-572.0,230.0
2733,-12.297,360,-571.868,230.0
2734,-25.097,360,-570.448,230.0
2735,-38.105,360,-572.734,230.0
2736,-50.873,360,-570.737,228.0
2737,-64.015,360,-572.432,230.0
2738,-76.859,360,-570.849,230.0
2739,-89.975,360,-570.954,230.0
2740,-102.957,360,-569.773,230.0
2741,-116.331,360,-570.255,230.0
2742,-129.583,360,-569.442,232.0
2743,-175.533,360,-637.267,232.0
2744,-190.984,360,-636.985,230.0
2745,-206.51,360,-636.329,230.0
2746,-222.434,360,-636.238,230.0
2747,-238.808,360,-636.687,232.0
2748,-254.57,360,-634.862,230.0
2749,-270.763,360,-633.568,230.0
2750,-288.266,360,-634.596,228.0
2751,-305.517,360,-634.252,230.0
2752,-323.806,360,-635.231,230.0
2753,-341.344,360,-633.944,228.0
2754,-359.933,360,-633.947,230.0
2755,-377.153,360,-630.857,230.0
2756,-397.607,360,-632.39,228.0
2757,-417.215,360,-631.649,230.0
2758,-438.127,360,-631.986,232.0
2759,-458.673,360,-630.888,232.0
2760,387.247,366,-642.292,226.0
2761,367.577,366,-642.251,218.0
2762,348.112,366,-641.653,228.0
2763,329.78,366,-642.284,230.0
2764,311.165,366,-641.518,230.0
2765,292.757,366,-640.242,230.0
2766,275.755,366,-641.22,228.0
2767,259.004,366,-641.702,232.0
2768,241.746,366,-639.855,230.0
2769,226.032,366,-641.334,232.0
2770,209.752,366,-640.531,232.0
2771,193.911,366,-640.281,230.0
2772,178.456,366,-640.608,230.0
2773,162.837,366,-639.597,230.0
2774,147.578,366,-639.184,230.0
2775,132.623,366,-639.39,230.0
2776,117.914,366,-640.232,230.0
2777,102.916,366,-638.762,232.0
2778,88.454,366,-639.916,230.0
2779,73.678,367,-637.758,230.0
2780,59.302,367,-639.255,230.0
2781,41.818,367,-596.536,232.0
2782,27.097,367,-570.357,230.0
2783,14.275,367,-571.822,230.0
2784,1.395,367,-570.998,228.0
2785,-11.5,367,-572.885,228.0
2786,-24.309,367,-570.482,230.0
2787,-37.276,367,-571.786,232.0
2788,-50.227,367,-571.798,230.0
2789,-63.087,367,-570.523,228.0
2790,-76.18,367,-570.94,232.0
2791,-89.168,367,-570.068,232.0
2792,-102.546,367,-570.863,232.0
2793,-115.806,367,-570.362,230.0
2794,-128.874,367,-568.578,232.0
2795,-175.067,367,-637.395,232.0
2796,-190.559,367,-637.112,232.0
2797,-206.127,367,-636.453,232.0
2798,-222.09,367,-636.358,230.0
2799,-237.803,367,-634.928,230.0
2800,-254.308,367,-634.967,230.0
2801,-270.541,367,-633.663,232.0
2802,-288.045,368,-634.696,232.0
2803,-305.316,368,-634.349,230.0
2804,-322.263,368,-632.65,228.0
2805,-341.183,368,-634.03,230.0
2806,-359.339,368,-633.135,230.0
2807,-378.139,368,-632.598,230.0
2808,-397.627,368,-632.378,230.0
2809,-417.295,368,-631.596,230.0
2810,-437.697,368,-631.067,230.0
2811,-458.873,368,-630.742,230.0
2812,388.51,372,-641.529,226.0
2813,368.911,372,-641.486,226.0
2814,349.516,372,-640.889,226.0
2815,331.257,372,-641.524,222.0
2816,312.223,373,-641.004,230.0
2817,294.424,373,-640.578,232.0
2818,277.199,373,-640.597,230.0
2819,260.123,373,-640.169,230.0
2820,243.208,373,-639.301,230.0
2821,227.467,373,-640.827,232.0
2822,211.154,373,-640.07,230.0
2823,195.282,373,-639.864,230.0
2824,179.797,373,-640.233,230.0
2825,164.394,373,-640.231,230.0
2826,149.083,373,-639.862,232.0
2827,133.871,373,-639.13,232.0
2828,119.306,374,-639.974,232.0
2829,104.324,374,-639.547,230.0
2830,89.561,374,-639.762,232.0
2831,74.725,374,-638.643,232.0
2832,60.174,374,-639.174,230.0
2833,42.789,374,-599.475,228.0
2834,27.864,374,-572.322,230.0
2835,14.892,374,-571.806,232.0
2836,1.964,374,-572.997,230.0
2837,-10.953,374,-570.895,230.0
2838,-23.857,374,-570.501,230.0
2839,-36.877,374,-571.812,230.0
2840,-49.841,374,-570.828,230.0
2841,-62.861,374,-571.554,230.0
2842,-75.808,374,-570.99,230.0
2843,-88.915,374,-571.12,232.0
2844,-101.89,374,-569.964,230.0
2845,-115.254,374,-570.474,230.0
2846,-128.472,374,-569.694,232.0
2847,-143.889,374,-577.34,218.0
2848,-173.944,374,-636.666,230.0
2849,-189.619,374,-637.393,230.0
2850,-204.493,374,-634.879,232.0
2851,-220.662,374,-635.797,230.0
2852,-236.665,374,-635.353,232.0
2853,-253.098,374,-635.45,230.0
2854,-269.264,374,-634.206,230.0
2855,-286.735,374,-635.289,232.0
2856,-303.957,374,-635.001,230.0
2857,-321.309,374,-634.257,230.0
2858,-338.779,374,-633.05,230.0
2859,-357.339,374,-633.117,230.0
2860,-375.56,374,-631.807,230.0
2861,-395.49,374,-632.537,230.0
2862,-415.091,374,-631.851,230.0
2863,-434.858,374,-630.598,230.0
2864,-457.15,375,-631.992,232.0
2865,394.785,379,-641.213,228.0
2866,375.705,380,-642.17,230.0
2867,356.845,380,-642.563,230.0
2868,337.693,380,-641.552,230.0
2869,319.659,380,-641.8,230.0
2870,301.36,380,-640.661,232.0
2871,284.491,380,-641.77,230.0
2872,266.57,380,-639.679,230.0
2873,250.344,380,-640.837,230.0
2874,233.858,380,-640.652,230.0
2875,217.185,380,-639.106,230.0
2876,201.301,380,-639.045,230.0
2877,185.808,380,-639.556,230.0
2878,169.853,380,-638.804,232.0
2879,154.428,380,-638.593,232.0
2880,139.525,380,-639.967,230.0
2881,124.257,380,-639.031,230.0
2882,109.272,380,-638.72,232.0
2883,94.512,380,-639.049,232.0
2884,79.792,380,-639.038,232.0
2885,65.121,380,-638.689,228.0
2886,50.665,380,-639.998,230.0
2887,32.238,380,-571.091,232.0
2888,19.319,380,-571.674,230.0
2889,6.378,380,-570.964,230.0
2890,-6.489,380,-571.963,230.0
2891,-19.303,380,-570.674,228.0
2892,-32.231,380,-572.093,228.0
2893,-45.154,380,-572.221,232.0
2894,-57.896,380,-570.068,230.0
2895,-71.058,380,-571.6,230.0
2896,-83.882,380,-569.86,230.0
2897,-97.502,380,-572.76,228.0
2898,-110.344,380,-570.425,228.0
2899,-123.555,380,-569.757,230.0
2900,-137.025,380,-569.754,232.0
2901,-167.939,380,-635.174,232.0
2902,-183.582,380,-636.036,232.0
2903,-199.0,380,-635.575,230.0
2904,-214.488,380,-634.74,230.0
2905,-230.722,380,-635.408,232.0
2906,-246.367,380,-633.801,230.0
2907,-263.589,380,-635.504,232.0
2908,-279.798,380,-634.005,230.0
2909,-296.919,380,-633.908,230.0
2910,-314.621,380,-634.254,230.0
2911,-332.021,380,-633.236,230.0
2912,-350.984,380,-634.378,230.0
2913,-369.156,380,-633.256,228.0
2914,-388.136,381,-632.388,230.0
2915,-407.706,381,-631.886,228.0
2916,-428.008,381,-631.647,230.0
2917,-448.504,381,-630.809,230.0
2918,-470.969,381,-631.769,228.0
2919,381.852,387,-640.863,228.0
2920,361.83,387,-639.769,224.0
2921,344.418,387,-642.508,222.0
2922,324.807,387,-640.331,228.0
2923,307.203,387,-641.208,230.0
2924,288.903,387,-639.796,230.0
2925,271.609,387,-639.729,228.0
2926,254.837,387,-640.14,230.0
2927,238.186,387,-640.122,230.0
2928,222.413,387,-640.482,230.0
2929,206.394,387,-640.571,230.0
2930,190.484,387,-640.265,230.0
2931,174.694,387,-639.571,230.0
2932,159.274,387,-639.463,230.0
2933,143.949,387,-638.987,230.0
2934,128.923,387,-639.127,232.0
2935,113.789,387,-637.931,232.0
2936,99.235,387,-639.344,230.0
2937,84.413,387,-638.444,230.0
2938,69.9,387,-639.189,230.0
2939,55.396,387,-639.606,230.0
2940,36.016,388,-570.865,230.0
2941,23.151,388,-570.53,230.0
2942,10.337,388,-570.906,230.0
2943,-2.482,388,-570.995,230.0
2944,-15.354,388,-572.794,230.0
2945,-28.16,388,-571.306,230.0
2946,-41.05,388,-571.528,230.0
2947,-53.964,388,-571.458,232.0
2948,-66.779,388,-570.102,230.0
2949,-79.838,388,-570.44,230.0
2950,-92.785,388,-569.491,228.0
2951,-105.912,388,-569.231,230.0
2952,-118.812,388,-568.722,230.0
2953,-132.483,388,-569.801,228.0
2954,-163.147,388,-636.421,230.0
2955,-178.503,388,-636.441,230.0
2956,-193.943,388,-636.091,232.0
2957,-209.769,388,-636.315,230.0
2958,-225.369,388,-635.205,230.0
2959,-241.735,388,-635.582,230.0
2960,-257.478,388,-633.688,230.0
2961,-274.846,388,-635.077,230.0
2962,-291.988,388,-635.094,230.0
2963,-309.269,388,-634.657,230.0
2964,-326.685,388,-633.755,230.0
2965,-345.153,388,-634.156,230.0
2966,-363.303,388,-633.175,230.0
2967,-382.617,388,-633.407,230.0
2968,-401.049,388,-631.398,230.0
2969,-420.692,388,-630.541,230.0
2970,-442.217,388,-631.573,230.0
2971,-462.814,388,-630.339,230.0
2972,392.888,393,-641.204,202.0
2973,373.261,393,-641.28,228.0
2974,354.801,393,-642.552,228.0
2975,335.085,393,-640.661,220.0
2976,316.969,393,-640.902,228.0
2977,299.438,393,-641.561,224.0
2978,281.408,394,-639.852,232.0
2979,264.722,394,-640.446,230.0
2980,247.429,394,-638.752,232.0
2981,231.367,394,-639.429,230.0
2982,215.399,394,-639.71,230.0
2983,199.535,394,-639.598,230.0
2984,183.786,394,-639.099,232.0
2985,168.159,394,-638.218,230.0
2986,153.13,394,-638.905,230.0
2987,138.367,394,-640.218,232.0
2988,123.243,394,-639.228,230.0
2989,108.401,394,-638.869,230.0
2990,93.812,394,-639.152,232.0
2991,79.133,394,-639.12,232.0
2992,64.503,394,-638.751,230.0
2993,50.164,394,-641.04,228.0
2994,31.702,394,-570.119,230.0
2995,18.841,394,-570.689,230.0
2996,5.991,394,-572.969,228.0
2997,-6.903,394,-570.958,230.0
2998,-19.808,394,-571.657,230.0
2999,-32.805,394,-573.062,230.0
3000,-45.637,394,-571.18,230.0
3001,-58.502,394,-570.006,230.0
3002,-71.469,395,-570.541,230.0
3003,-84.433,395,-569.778,230.0
3004,-97.736,395,-570.691,230.0
3005,-110.741,395,-569.33,230.0
3006,-123.948,395,-568.648,230.0
3007,-137.649,395,-569.604,230.0
3008,-168.911,395,-635.951,232.0
3009,-184.289,395,-635.832,232.0
3010,-199.746,395,-635.341,230.0
3011,-215.595,395,-635.421,230.0
3012,-231.548,395,-635.107,230.0
3013,-247.232,395,-633.464,232.0
3014,-264.779,396,-636.092,230.0
3015,-281.422,396,-635.473,230.0
3016,-298.595,396,-635.331,230.0
3017,-315.901,396,-634.734,228.0
3018,-332.864,396,-632.793,230.0
3019,-351.839,396,-633.904,230.0
3020,-369.515,396,-631.888,230.0
3021,-387.8,396,-630.247,228.0
3022,-408.367,396,-631.459,230.0
3023,-428.619,396,-631.233,230.0
3024,-449.064,396,-630.411,230.0
3025,-473.873,396,-634.593,218.0
3026,386.421,401,-642.79,226.0
3027,366.368,401,-641.791,228.0
3028,347.654,401,-641.901,228.0
3029,328.592,401,-640.646,230.0
3030,311.073,401,-641.562,230.0
3031,292.848,401,-640.2,230.0
3032,275.634,401,-640.183,232.0
3033,258.195,401,-638.793,232.0
3034,242.02,401,-639.752,232.0
3035,225.601,401,-639.365,230.0
3036,209.945,401,-640.468,230.0
3037,194.063,401,-640.235,230.0
3038,178.567,401,-640.577,230.0
3039,162.908,401,-639.579,230.0
3040,147.456,402,-639.213,232.0
3041,132.258,402,-638.445,230.0
3042,117.711,402,-640.27,228.0
3043,102.673,402,-638.801,230.0
3044,88.17,402,-639.955,230.0
3045,73.324,402,-637.799,230.0
3046,58.987,402,-639.284,230.0
3047,39.825,402,-571.614,232.0
3048,26.936,402,-571.365,230.0
3049,14.078,402,-570.826,230.0
3050,1.262,402,-571.999,230.0
3051,-11.56,402,-570.883,230.0
3052,-24.352,403,-571.481,230.0
3053,-37.267,403,-571.787,232.0
3054,-50.121,403,-570.804,230.0
3055,-63.06,403,-570.526,232.0
3056,-76.276,403,-571.936,230.0
3057,-89.123,403,-570.075,230.0
3058,-102.279,403,-569.895,232.0
3059,-115.471,403,-569.41,232.0
3060,-128.473,403,-567.643,228.0
3061,-174.764,403,-637.478,230.0
3062,-190.205,403,-637.218,230.0
3063,-205.622,403,-636.617,230.0
3064,-221.585,403,-636.534,232.0
3065,-238.0,403,-636.99,230.0
3066,-253.804,403,-635.169,232.0
3067,-270.431,403,-634.797,230.0
3068,-287.581,403,-634.906,232.0
3069,-304.873,403,-634.562,230.0
3070,-321.841,403,-632.865,232.0
3071,-340.307,403,-633.366,230.0
3072,-358.957,403,-633.351,230.0
3073,-377.777,403,-632.814,230.0
3074,-396.222,403,-630.898,230.0
3075,-416.824,403,-631.907,230.0
3076,-436.018,403,-629.797,230.0
3077,-458.262,403,-631.186,230.0
3078,393.204,409,-641.011,224.0
3079,373.699,409,-641.025,230.0
3080,354.877,409,-641.367,230.0
3081,335.766,409,-640.305,230.0
3082,317.772,409,-640.505,230.0
3083,300.364,409,-641.128,230.0
3084,283.493,409,-642.212,230.0
3085,265.575,409,-640.093,230.0
3086,249.347,409,-641.225,230.0
3087,232.178,409,-639.135,232.0
3088,215.87,409,-638.495,230.0
3089,200.357,410,-639.341,230.0
3090,184.485,410,-638.898,232.0
3091,168.992,410,-639.033,230.0
3092,153.586,410,-638.796,230.0
3093,138.702,410,-640.146,230.0
3094,123.456,410,-639.187,232.0
3095,108.492,410,-638.853,232.0
3096,93.751,410,-639.161,230.0
3097,79.052,410,-639.13,230.0
3098,64.402,410,-638.762,230.0
3099,50.198,410,-643.044,228.0
3100,31.576,410,-570.126,232.0
3101,18.765,410,-571.692,230.0
3102,5.934,410,-570.969,230.0
3103,-6.879,410,-571.959,230.0
3104,-19.665,410,-570.661,230.0
3105,-32.567,410,-572.074,230.0
3106,-45.304,410,-570.203,230.0
3107,-58.177,410,-570.039,232.0
3108,-71.312,410,-571.568,230.0
3109,-84.254,410,-570.815,230.0
3110,-97.365,410,-570.755,232.0
3111,-110.326,410,-569.41,230.0
3112,-123.487,410,-568.749,230.0
3113,-136.863,410,-568.765,232.0
3114,-167.969,410,-635.166,230.0
3115,-183.532,410,-636.05,232.0
3116,-199.517,410,-637.509,230.0
3117,-214.698,410,-635.725,230.0
3118,-230.581,410,-635.459,230.0
3119,-246.921,410,-635.731,230.0
3120,-263.387,410,-635.587,230.0
3121,-279.566,410,-634.107,230.0
3122,-296.658,410,-634.03,230.0
3123,-314.773,410,-635.295,230.0
3124,-331.699,410,-633.404,230.0
3125,-350.712,411,-634.528,230.0
3126,-367.938,411,-631.651,228.0
3127,-387.824,411,-632.579,230.0
3128,-407.395,411,-632.087,230.0
3129,-427.697,411,-631.858,232.0
3130,-448.193,411,-631.03,230.0
3131,-472.45,411,-634.407,224.0
3132,382.309,414,-640.59,224.0
3133,362.276,414,-639.516,224.0
3134,344.383,414,-641.392,224.0
3135,325.687,414,-641.006,224.0
3136,306.755,414,-639.205,230.0
3137,289.309,414,-639.612,230.0
3138,272.787,414,-641.402,230.0
3139,255.314,415,-639.95,232.0
3140,238.806,415,-639.891,230.0
3141,222.758,415,-640.361,232.0
3142,206.81,415,-640.436,230.0
3143,190.4,415,-638.204,230.0
3144,175.517,415,-640.383,232.0
3145,159.903,415,-639.306,232.0
3146,144.869,415,-639.804,230.0
3147,129.694,415,-638.971,232.0
3148,114.983,415,-639.749,230.0
3149,100.148,415,-639.202,230.0
3150,85.396,415,-638.313,230.0
3151,70.895,415,-638.074,230.0
3152,56.296,415,-637.519,230.0
3153,37.372,415,-569.776,232.0
3154,24.628,415,-573.471,228.0
3155,11.655,415,-572.881,228.0
3156,-1.28,415,-571.999,230.0
3157,-14.218,415,-572.824,228.0
3158,-27.146,415,-572.357,230.0
3159,-39.991,415,-570.6,230.0
3160,-52.956,415,-570.548,230.0
3161,-65.938,415,-570.2,232.0
3162,-79.068,415,-570.547,232.0
3163,-91.734,416,-567.635,224.0
3164,-118.547,416,-569.799,228.0
3165,-131.76,416,-568.942,232.0
3166,-162.561,416,-636.571,230.0
3167,-177.887,416,-636.614,230.0
3168,-193.297,416,-636.287,232.0
3169,-209.093,416,-636.538,232.0
3170,-224.663,416,-635.455,230.0
3171,-240.999,416,-635.861,230.0
3172,-257.089,416,-634.925,230.0
3173,-274.446,416,-636.34,232.0
3174,-290.675,416,-634.596,230.0
3175,-307.498,416,-633.294,232.0
3176,-325.78,416,-634.221,230.0
3177,-343.303,416,-632.885,230.0
3178,-361.923,416,-632.814,230.0
3179,-380.194,416,-631.365,230.0
3180,-399.652,416,-631.1,228.0
3181,-419.841,416,-631.108,230.0
3182,-440.23,416,-630.522,230.0
3183,-461.984,416,-630.948,230.0
3184,390.838,420,-640.113,226.0
3185,371.321,420,-640.094,224.0
3186,352.005,420,-639.525,222.0
3187,334.292,420,-641.076,224.0
3188,315.017,420,-639.635,232.0
3189,298.039,420,-641.11,232.0
3190,280.352,420,-640.315,230.0
3191,263.234,420,-639.978,232.0
3192,246.273,420,-639.198,230.0
3193,230.159,420,-639.865,230.0
3194,213.823,420,-639.184,232.0
3195,198.226,420,-640.005,232.0
3196,182.426,420,-639.489,232.0
3197,167.003,420,-639.555,230.0
3198,151.67,420,-639.254,230.0
3199,136.435,420,-638.588,230.0
3200,121.762,420,-639.512,232.0
3201,106.624,420,-638.154,232.0
3202,91.752,420,-637.43,230.0
3203,77.087,420,-637.355,232.0
3204,62.668,420,-638.934,230.0
3205,46.265,420,-614.26,218.0
3206,30.273,420,-575.204,224.0
3207,17.21,420,-573.742,224.0
3208,4.251,420,-574.984,212.0
3209,-8.725,420,-573.934,216.0
3210,-21.575,420,-570.592,228.0
3211,-34.461,420,-569.959,230.0
3212,-47.068,421,-570.06,228.0
3213,-59.967,421,-569.853,230.0
3214,-73.135,421,-571.338,230.0
3215,-85.952,421,-569.551,234.0
3216,-98.896,421,-568.462,230.0
3217,-112.223,421,-569.04,232.0
3218,-125.624,421,-569.304,234.0
3219,-139.569,421,-571.196,228.0
3220,-170.764,421,-636.491,230.0
3221,-185.862,421,-635.373,230.0
3222,-201.6,421,-635.804,230.0
3223,-217.774,421,-636.792,230.0
3224,-233.089,421,-634.543,232.0
3225,-250.242,421,-636.58,230.0
3226,-266.444,421,-635.396,230.0
3227,-283.125,421,-634.717,230.0
3228,-300.337,421,-634.509,230.0
3229,-317.682,421,-633.845,230.0
3230,-334.68,421,-631.834,230.0
3231,-353.698,421,-632.869,230.0
3232,-372.93,421,-633.363,230.0
3233,-390.781,421,-630.757,230.0
3234,-410.884,421,-631.017,230.0
3235,-431.195,421,-630.688,228.0
3236,-452.168,422,-630.651,230.0
3237,383.392,426,-641.108,230.0
3238,364.941,426,-642.603,230.0
3239,345.671,426,-641.835,228.0
3240,326.168,426,-639.639,230.0
3241,309.545,426,-642.301,230.0
3242,291.314,426,-640.9,230.0
3243,274.09,426,-640.846,230.0
3244,256.644,426,-639.418,230.0
3245,240.456,426,-640.341,232.0
3246,224.028,426,-639.918,232.0
3247,208.05,426,-640.035,232.0
3248,192.18,426,-639.758,232.0
3249,176.398,428,-639.103,230.0
3250,160.988,428,-639.033,230.0
3251,145.894,428,-639.571,230.0
3252,130.657,428,-638.774,232.0
3253,115.887,428,-639.586,230.0
3254,100.99,428,-639.07,230.0
3255,86.31,428,-639.199,232.0
3256,71.563,428,-637.999,232.0
3257,56.825,428,-635.464,230.0
3258,42.771,428,-640.574,230.0
3259,28.384,428,-642.373,230.0
3260,13.85,428,-639.85,230.0
3261,-0.669,428,-639.0,230.0
3262,-15.048,428,-639.823,230.0
3263,-29.418,428,-639.324,230.0
3264,-43.705,428,-637.504,230.0
3265,-57.924,428,-635.365,228.0
3266,-72.41,428,-635.891,224.0
3267,-86.677,428,-634.103,224.0
3268,-101.216,428,-633.971,230.0
3269,-116.152,428,-635.472,226.0
3270,-131.375,428,-572.11,222.0
3271,-161.389,428,-636.869,232.0
3272,-176.756,429,-636.929,232.0
3273,-192.186,429,-636.624,230.0
3274,-207.691,429,-635.944,230.0
3275,-223.594,429,-635.831,232.0
3276,-239.949,429,-636.258,232.0
3277,-255.687,429,-634.413,232.0
3278,-272.253,429,-634.018,230.0
3279,-289.758,429,-635.015,230.0
3280,-306.574,429,-633.742,230.0
3281,-324.844,429,-634.701,230.0
3282,-342.359,429,-633.396,230.0
3283,-360.968,429,-633.358,230.0
3284,-378.223,429,-630.216,230.0
3285,-398.66,429,-631.727,230.0
3286,-418.799,429,-631.8,230.0
3287,-438.568,429,-630.462,230.0
3288,-460.842,429,-631.782,230.0
3289,393.173,435,-641.029,226.0
3290,372.499,435,-639.41,230.0
3291,354.037,435,-640.688,232.0
3292,335.248,435,-640.576,230.0
3293,316.204,435,-639.049,228.0
3294,299.096,435,-640.617,230.0
3295,281.276,435,-639.91,230.0
3296,264.407,435,-640.576,232.0
3297,246.932,435,-638.944,230.0
3298,230.9,435,-639.598,232.0
3299,214.644,435,-638.908,232.0
3300,198.832,435,-638.77,232.0
3301,183.686,435,-640.168,230.0
3302,168.069,435,-639.276,230.0
3303,152.816,435,-638.981,230.0
3304,137.661,435,-638.325,232.0
3305,122.99,435,-639.277,232.0
3306,108.011,435,-637.921,232.0
3307,93.589,435,-639.185,230.0
3308,78.919,435,-638.139,232.0
3309,64.544,435,-638.747,230.0
3310,50.382,435,-643.029,228.0
3311,35.584,435,-639.01,230.0
3312,21.158,435,-639.65,230.0
3313,6.722,435,-639.965,230.0
3314,-7.717,435,-639.953,228.0
3315,-22.153,435,-639.616,230.0
3316,-36.577,435,-638.954,230.0
3317,-50.983,435,-637.966,230.0
3318,-65.363,435,-636.654,230.0
3319,-79.959,435,-637.001,232.0
3320,-95.044,435,-639.981,228.0
3321,-109.965,435,-640.631,228.0
3322,-124.471,436,-637.971,230.0
3323,-138.986,436,-635.991,230.0
3324,-154.18,436,-636.595,232.0
3325,-169.214,436,-635.87,228.0
3326,-184.571,436,-635.75,230.0
3327,-200.008,436,-635.258,230.0
3328,-215.837,436,-635.339,232.0
3329,-231.427,436,-634.087,230.0
3330,-247.433,436,-633.385,232.0
3331,-264.677,436,-635.051,230.0
3332,-280.904,436,-633.516,230.0
3333,-298.897,436,-635.189,230.0
3334,-315.466,436,-633.834,230.0
3335,-333.825,436,-634.547,230.0
3336,-351.889,436,-633.876,230.0
3337,-369.585,436,-631.847,230.0
3338,-388.938,436,-631.895,230.0
3339,-408.477,436,-631.388,230.0
3340,-428.749,436,-631.144,232.0
3341,-449.214,436,-630.304,232.0
3342,383.981,442,-640.755,228.0
3343,364.421,442,-640.598,226.0
3344,345.543,442,-640.768,230.0
3345,326.846,442,-640.416,228.0
3346,307.91,442,-638.649,230.0
3347,291.385,442,-640.867,230.0
3348,274.201,442,-640.798,230.0
3349,256.796,442,-639.357,230.0
3350,240.65,442,-640.269,230.0
3351,224.261,442,-639.837,230.0
3352,208.633,442,-640.896,232.0
3353,192.495,442,-639.664,232.0
3354,176.517,442,-638.033,232.0
3355,161.69,442,-639.888,232.0
3356,146.198,442,-638.476,232.0
3357,131.255,442,-638.652,230.0
3358,116.198,442,-637.497,230.0
3359,101.659,442,-638.964,232.0
3360,86.773,442,-638.127,230.0
3361,72.089,442,-637.94,230.0
3362,57.549,442,-638.411,228.0
3363,43.023,442,-638.552,228.0
3364,28.566,442,-639.362,230.0
3365,14.094,442,-639.845,230.0
3366,-0.385,442,-639.0,230.0
3367,-14.819,442,-637.828,228.0
3368,-29.245,442,-637.329,232.0
3369,-43.793,442,-638.5,230.0
3370,-58.227,442,-637.346,232.0
3371,-72.788,443,-637.86,230.0
3372,-87.215,443,-637.058,228.0
3373,-101.642,443,-635.928,230.0
3374,-116.602,443,-637.423,230.0
3375,-131.074,443,-635.626,232.0
3376,-145.972,443,-635.449,232.0
3377,-161.174,443,-635.892,230.0
3378,-176.468,443,-635.971,232.0
3379,-192.135,443,-636.639,232.0
3380,-207.61,443,-635.971,230.0
3381,-223.483,443,-635.87,232.0
3382,-239.808,443,-636.311,230.0
3383,-255.567,443,-634.462,232.0
3384,-272.122,443,-634.074,230.0
3385,-289.617,443,-635.079,228.0
3386,-306.423,443,-633.815,228.0
3387,-324.683,443,-634.784,230.0
3388,-341.713,443,-632.608,230.0
3389,-360.787,443,-633.461,230.0
3390,-379.042,443,-632.057,230.0
3391,-398.48,443,-631.841,230.0
3392,-418.649,443,-631.9,230.0
3393,-439.019,443,-631.366,230.0
3394,-460.752,443,-631.848,230.0
3395,389.436,449,-640.968,224.0
3396,369.888,449,-640.923,224.0
3397,350.675,450,-640.256,230.0
3398,332.959,450,-641.769,230.0
3399,314.032,450,-640.119,232.0
3400,296.611,450,-640.67,230.0
3401,278.526,450,-638.93,230.0
3402,262.187,450,-640.407,230.0
3403,244.85,450,-638.674,230.0
3404,229.072,450,-640.255,230.0
3405,212.717,450,-639.553,230.0
3406,196.804,450,-639.397,232.0
3407,181.28,450,-639.815,230.0
3408,165.836,450,-639.859,230.0
3409,150.133,450,-638.589,232.0
3410,135.037,450,-638.885,230.0
3411,120.004,450,-638.826,230.0
3412,105.044,450,-638.416,232.0
3413,90.444,450,-639.637,232.0
3414,75.489,450,-637.546,230.0
3415,61.056,450,-639.09,230.0
3416,46.592,450,-640.307,230.0
3417,32.004,450,-639.199,230.0
3418,17.545,450,-639.759,230.0
3419,3.067,450,-637.993,230.0
3420,-11.393,450,-639.899,230.0
3421,-25.756,450,-638.481,230.0
3422,-40.166,450,-638.738,230.0
3423,-54.515,450,-637.674,228.0
3424,-69.052,450,-638.276,230.0
3425,-83.384,450,-636.562,228.0
3426,-98.13,450,-637.492,230.0
3427,-112.785,450,-637.094,230.0
3428,-127.668,450,-637.339,230.0
3429,-142.401,450,-636.259,230.0
3430,-157.63,450,-636.78,232.0
3431,-172.954,450,-636.936,230.0
3432,-188.08,450,-635.763,232.0
3433,-203.455,451,-635.212,232.0
3434,-219.673,451,-636.139,232.0
3435,-235.686,451,-635.717,232.0
3436,-252.16,451,-635.823,230.0
3437,-268.368,451,-634.586,230.0
3438,-285.057,451,-633.851,230.0
3439,-303.14,451,-635.391,232.0
3440,-319.632,451,-632.864,230.0
3441,-338.046,451,-633.442,230.0
3442,-355.665,451,-631.765,230.0
3443,-374.908,451,-632.194,230.0
3444,-395.407,451,-633.768,230.0
3445,-413.961,451,-631.396,230.0
3446,-434.388,451,-630.922,230.0
3447,-454.416,451,-629.032,230.0
3448,381.32,456,-640.016,230.0
3449,361.85,456,-639.757,230.0
3450,343.534,456,-640.713,228.0
3451,324.909,456,-640.28,230.0
3452,306.481,456,-639.336,230.0
3453,289.086,456,-639.713,230.0
3454,271.832,456,-639.634,232.0
3455,254.731,456,-639.106,230.0
3456,238.142,456,-639.072,230.0
3457,222.342,456,-640.506,230.0
3458,205.986,456,-639.651,232.0
3459,190.281,457,-640.326,232.0
3460,174.42,457,-639.646,230.0
3461,158.929,457,-639.549,230.0
3462,143.533,457,-639.08,230.0
