,x,y,z,conf
434,67.00047,-0.7733552,115.204,230.0
435,66.173386,-14.826267,115.204,188.0
436,67.66537,-29.015766,115.204,230.0
437,67.47913,-43.282272,115.204,228.0
438,68.611115,-57.48109,115.204,230.0
439,69.0682,-71.763916,115.204,230.0
440,67.86721,-86.32577,115.204,230.0
441,67.99105,-100.82007,115.204,230.0
442,68.44805,-115.35222,115.204,230.0
443,69.239975,-129.91455,115.204,230.0
444,69.39374,-144.72299,115.204,228.0
445,68.92657,-159.8353,115.204,230.0
446,69.78568,-174.7739,115.204,230.0
447,70.974846,-189.67433,115.204,230.0
448,70.62818,-205.2684,115.204,230.0
449,70.66687,-220.97241,115.204,230.0
450,71.095634,-236.7769,115.204,230.0
451,70.99124,-253.04541,115.204,228.0
452,71.30288,-269.4363,115.204,230.0
453,72.946045,-285.5247,115.204,232.0
454,71.39445,-303.41235,115.204,228.0
455,73.00548,-320.14664,115.204,230.0
456,74.17324,-337.43423,115.204,230.0
457,74.06525,-355.81693,115.204,230.0
458,64.78315,222.32532,127.073,230.0
459,65.648575,206.1244,127.073,230.0
460,65.96076,190.36345,127.073,230.0
461,66.65858,174.7216,127.073,230.0
462,66.767075,159.45238,127.073,230.0
463,65.29009,144.72157,127.073,230.0
464,66.11386,129.60463,127.073,230.0
465,66.31055,114.77663,127.073,230.0
466,65.864296,100.1794,127.073,230.0
467,67.7351,85.352776,127.073,230.0
468,65.97494,71.10712,127.073,230.0
469,67.52379,56.558266,127.073,230.0
470,67.357445,41.465584,127.073,230.0
471,67.58551,27.21974,127.073,230.0
472,67.13403,13.0255995,127.073,230.0
473,66.00109,-1.1769542,127.073,184.0
474,67.18675,-15.375203,127.073,228.0
475,67.69093,-29.56757,127.073,228.0
476,67.515755,-43.814163,127.073,230.0
477,66.66622,-58.17493,127.073,230.0
478,68.13068,-72.3682,127.073,230.0
479,67.93176,-86.79714,127.073,230.0
480,68.063194,-101.27129,127.073,230.0
481,70.4941,-115.422386,127.073,230.0
482,69.31222,-130.26482,127.073,230.0
483,69.48111,-145.10318,127.073,230.0
484,69.03068,-160.24579,127.073,230.0
485,70.8713,-174.94592,127.073,230.0
486,71.1406,-190.22319,127.073,230.0
487,70.830414,-205.88744,127.073,228.0
488,70.909164,-221.66127,127.073,232.0
489,70.44617,-237.88857,127.073,230.0
490,70.39778,-254.248,127.073,230.0
491,71.68827,-270.33383,127.073,230.0
492,72.476776,-286.9052,127.073,230.0
493,71.89597,-304.44922,127.073,230.0
494,73.51423,-321.14105,127.073,230.0
495,72.97745,-339.42853,127.073,228.0
496,74.68722,-356.90884,127.073,228.0
497,63.64514,219.04678,135.041,230.0
498,65.55637,202.57661,135.041,230.0
499,65.96458,186.86916,135.041,230.0
500,65.79051,171.54395,135.041,230.0
501,65.983,156.30563,135.041,228.0
502,64.58594,141.59792,135.041,230.0
503,65.49007,126.51541,135.041,230.0
504,66.74914,111.54526,135.041,230.0
505,65.386925,97.10944,135.041,230.0
506,66.33781,82.421036,135.041,230.0
507,65.63825,68.03805,135.041,230.0
508,67.25749,53.49686,135.041,232.0
509,67.2122,39.186714,135.041,228.0
510,66.49077,24.94098,135.041,230.0
511,67.08987,10.665773,135.041,230.0
512,67.0101,-3.5754943,135.041,230.0
513,67.25074,-17.814953,135.041,230.0
514,67.81166,-32.04539,135.041,230.0
515,67.69526,-46.33269,135.041,230.0
516,66.90678,-60.73691,135.041,230.0
517,69.40153,-74.636246,139.025,230.0
518,68.27112,-89.23349,139.025,230.0
519,68.46658,-103.75713,139.025,230.0
520,68.996765,-118.31704,139.025,230.0
521,69.8634,-132.90547,139.025,228.0
522,69.12087,-147.97136,139.025,230.0
523,69.70745,-162.88737,139.025,230.0
524,68.72269,-178.3955,139.025,230.0
525,68.11914,-194.02983,139.025,230.0
526,70.74925,-208.83606,139.025,230.0
527,69.95965,-224.967,139.025,230.0
528,70.5142,-240.88094,139.025,230.0
529,70.54262,-257.26135,139.025,230.0
530,71.00969,-273.80136,139.025,230.0
531,72.81317,-290.0305,139.025,230.0
532,72.33729,-307.637,139.025,230.0
533,73.22812,-324.95078,139.025,228.0
534,72.8296,-343.3399,139.025,230.0
535,72.07983,-362.41034,139.025,230.0
